P32783	SGD	S0000440	ABD1		GO:0008372	SGD_REF:32926	ND		C	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010119
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	ISS		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	IDA		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0006370	SGD_REF:11584|PMID:7623811	IDA		P	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0008372	SGD_REF:32926	ND		C	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010119
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	ISS		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	IDA		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0006370	SGD_REF:11584|PMID:7623811	IDA		P	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P08518	SGD	S0005677	RPB2		GO:0006366	SGD_REF:19799	TAS		P		YOR151C|SOH2|SIT2|RPO22|RPB150	gene	taxon:4932	20010119
P08518	SGD	S0005677	RPB2		GO:0003901	SGD_REF:19741|PMID:9774381	TAS		F		YOR151C|SOH2|SIT2|RPO22|RPB150	gene	taxon:4932	20010118
P08518	SGD	S0005677	RPB2		GO:0005665	SGD_REF:19741|PMID:9774381	TAS		C		YOR151C|SOH2|SIT2|RPO22|RPB150	gene	taxon:4932	20010118
P27692	SGD	S0004470	SPT5		GO:0006325	SGD_REF:19189|PMID:8805244	TAS		P	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0016944	SGD_REF:5138|PMID:9450930	IMP		F	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0016944	SGD_REF:5138|PMID:9450930	IPI		F	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0016944	SGD_REF:5138|PMID:9450930	IGI		F	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0006355	SGD_REF:5138|PMID:9450930	IMP		P	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0006355	SGD_REF:5138|PMID:9450930	IPI		P	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0006355	SGD_REF:5138|PMID:9450930	IGI		P	transcription factor	YML010W	gene	taxon:4932	20011205
P27692	SGD	S0004470	SPT5		GO:0005634	SGD_REF:8399|PMID:1840633	IDA		C	transcription factor	YML010W	gene	taxon:4932	20011205
P27616	SGD	S0000070	ADE1		GO:0004639	SGD_REF:24084	IEA		F	phosphoribosyl amino imidazolesuccinocarbozamide synthetase	YAR015W	gene	taxon:4932	20010207
P27616	SGD	S0000070	ADE1		GO:0004639	SGD_REF:24084	IEA		F	phosphoribosyl amino imidazolesuccinocarbozamide synthetase	YAR015W	gene	taxon:4932	20010207
P80210	SGD	S0005164	ADE12		GO:0004019	SGD_REF:24084	IEA		F	adenylosuccinate synthetase	YNL220W|BRA9	gene	taxon:4932	20010207
P80210	SGD	S0005164	ADE12		GO:0004019	SGD_REF:24084	IEA		F	adenylosuccinate synthetase	YNL220W|BRA9	gene	taxon:4932	20010207
Q05911	SGD	S0004351	ADE13		GO:0004018	SGD_REF:24083	IEA		F	adenylosuccinate lyase	YLR359W|BRA8|BRA1	gene	taxon:4932	20010119
Q05911	SGD	S0004351	ADE13		GO:0004018	SGD_REF:24083	IEA		F	adenylosuccinate lyase	YLR359W|BRA8|BRA1	gene	taxon:4932	20010119
P06103	SGD	S0005888	PRT1		GO:0003743	SGD_REF:5489|PMID:7876188	IPI		F	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20010118
P06103	SGD	S0005888	PRT1		GO:0003743	SGD_REF:5489|PMID:7876188	ISS		F	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20010118
P06103	SGD	S0005888	PRT1		GO:0003743	SGD_REF:5489|PMID:7876188	IDA		F	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20010118
P06103	SGD	S0005888	PRT1		GO:0005737	SGD_REF:12999|PMID:9722586	IPI		C	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20010118
P06103	SGD	S0005888	PRT1		GO:0006413	SGD_REF:3101|PMID:3029094	IMP		P	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20010118
P06103	SGD	S0005888	PRT1		GO:0005852	SGD_REF:4757|PMID:9671501	IPI		C	translation initiation factor eIF3 subunit	YOR361C|DNA26|CDC63	gene	taxon:4932	20020116
